RefID,Author(s),Experiment Number,CONTROL,Pollutant Class,Pollutant,Response type,Coral age class,Current genus name,Current species name,Colony form,Other forms/morphologies,Coral surface direction,Ocean,Ecoregion number,Study location,Study site,Study type,Flow characteristics,Light characteristics,Other sample characteristics,Stressor description,Application level,Application level Unit of measurement (UoM),level converted to ug/L,exposure duration in days,recovery duration in days,exposure frequency,exposure notes,Response type,Standardized response level,Standardized SE,Standardized SD,Standardized UoM,Response level,Response UoM,Average type,N for computing average,N UoM,"Lower error bound, if taken from Figure","Upper error bound, if taken from Figure",Lower error estimate (= response level - lower error bound),Upper error estimate (= upper error bound - response level),Error type,"Time to response, numeric","Time to response, UoM","Duration of response, numeric","Duration of response, UoM",Source of data,Data extractor initials,Date of completion,Additional notes on study,QAQC notes
Al01,Negri et al. 2011,5,0,Metal,Vanadium,Larval settlement,egg,Acropora,tenuis,branching,corymbose clumps,n/a,Pacific,74,"Magnetic Island, of Queensland, Australia (19d10'S, 146d52' E)",laboratory,manipulative,n/a,n/r,"32 degrees C, pH 8.0 – 8.3","VCl3, Sigma",173,ug/L,173,0.021,0,once,Measured but unclear how many times,Larval settlement,86.52,3.95,9.68,% larvae settled,97.2093023,% settled larvae relative to control,mean,6,6 replicates with 10 larvae,93.255814,101.162791,3.95348837,3.95348837,s.e.,18,hours,n/a,n/a,"Figure 3, 10-15 larvae per replicate (60-90 total). Figures contain points for both 6-day and 8-day larvae but can't distinguish points (not sig.diff. anyway)",EEC,7/20/20,"Effects of aluminum, gallium, and vanadium on fertilization and settlement. Sig. effects at very high concentrations. Also compare the effects of temperature + concentration, not extracted.","changed response to be absolute % fertilized instead of % of control, and reorganized so that fertilization data together and separate from larval settlement data"
Al01,Negri et al. 2011,5,0,Metal,Vanadium,Larval settlement,egg,Acropora,tenuis,branching,corymbose clumps,n/a,Pacific,74,"Magnetic Island, of Queensland, Australia (19d10'S, 146d52' E)",laboratory,manipulative,n/a,n/r,"32 degrees C, pH 8.0 – 8.3","VCl3, Sigma",280,ug/L,280,0.021,0,once,Measured but unclear how many times,Larval settlement,85.69,14.19,34.75,% larvae settled,96.2790698,% settled larvae relative to control,mean,6,6 replicates with 10 larvae,81.8604651,110.232558,14.4186047,13.9534884,s.e.,18,hours,n/a,n/a,"Figure 3, 10-15 larvae per replicate (60-90 total). Figures contain points for both 6-day and 8-day larvae but can't distinguish points (not sig.diff. anyway)",EEC,7/20/20,"Effects of aluminum, gallium, and vanadium on fertilization and settlement. Sig. effects at very high concentrations. Also compare the effects of temperature + concentration, not extracted.","changed response to be absolute % fertilized instead of % of control, and reorganized so that fertilization data together and separate from larval settlement data"
Al01,Negri et al. 2011,5,0,Metal,Vanadium,Larval settlement,egg,Acropora,tenuis,branching,corymbose clumps,n/a,Pacific,74,"Magnetic Island, of Queensland, Australia (19d10'S, 146d52' E)",laboratory,manipulative,n/a,n/r,"32 degrees C, pH 8.0 – 8.3","VCl3, Sigma",564,ug/L,564,0.021,0,once,Measured but unclear how many times,Larval settlement,57.54,9.53,23.36,% larvae settled,64.6511628,% settled larvae relative to control,mean,6,6 replicates with 10 larvae,55.1162791,74.1860465,9.53488372,9.53488372,s.e.,18,hours,n/a,n/a,"Figure 3, 10-15 larvae per replicate (60-90 total). Figures contain points for both 6-day and 8-day larvae but can't distinguish points (not sig.diff. anyway)",EEC,7/20/20,"Effects of aluminum, gallium, and vanadium on fertilization and settlement. Sig. effects at very high concentrations. Also compare the effects of temperature + concentration, not extracted.","changed response to be absolute % fertilized instead of % of control, and reorganized so that fertilization data together and separate from larval settlement data"
Al01,Negri et al. 2011,5,0,Metal,Vanadium,Larval settlement,egg,Acropora,tenuis,branching,corymbose clumps,n/a,Pacific,74,"Magnetic Island, of Queensland, Australia (19d10'S, 146d52' E)",laboratory,manipulative,n/a,n/r,"32 degrees C, pH 8.0 – 8.3","VCl3, Sigma",952,ug/L,952,0.021,0,once,Measured but unclear how many times,Larval settlement,10.76,7.79,19.08,% larvae settled,12.0930233,% settled larvae relative to control,mean,6,6 replicates with 10 larvae,2.79069767,18.372093,9.30232558,6.27906977,s.e.,18,hours,n/a,n/a,"Figure 3, 10-15 larvae per replicate (60-90 total). Figures contain points for both 6-day and 8-day larvae but can't distinguish points (not sig.diff. anyway)",EEC,7/20/20,"Effects of aluminum, gallium, and vanadium on fertilization and settlement. Sig. effects at very high concentrations. Also compare the effects of temperature + concentration, not extracted.","changed response to be absolute % fertilized instead of % of control, and reorganized so that fertilization data together and separate from larval settlement data"
Al01,Negri et al. 2011,5,0,Metal,Vanadium,Larval settlement,egg,Acropora,tenuis,branching,corymbose clumps,n/a,Pacific,74,"Magnetic Island, of Queensland, Australia (19d10'S, 146d52' E)",laboratory,manipulative,n/a,n/r,"32 degrees C, pH 8.0 – 8.3","VCl3, Sigma",2920,ug/L,2920,0.021,0,once,Measured but unclear how many times,Larval settlement,0,0,0,% larvae settled,0,% settled larvae relative to control,mean,6,6 replicates with 10 larvae,0,0,0,0,s.e.,18,hours,n/a,n/a,"Figure 3, 10-15 larvae per replicate (60-90 total). Figures contain points for both 6-day and 8-day larvae but can't distinguish points (not sig.diff. anyway)",EEC,7/20/20,"Effects of aluminum, gallium, and vanadium on fertilization and settlement. Sig. effects at very high concentrations. Also compare the effects of temperature + concentration, not extracted.","changed response to be absolute % fertilized instead of % of control, and reorganized so that fertilization data together and separate from larval settlement data"
Al01,Negri et al. 2011,5,0,Metal,Vanadium,Larval settlement,egg,Acropora,tenuis,branching,corymbose clumps,n/a,Pacific,74,"Magnetic Island, of Queensland, Australia (19d10'S, 146d52' E)",laboratory,manipulative,n/a,n/r,"32 degrees C, pH 8.0 – 8.3","VCl3, Sigma",9380,ug/L,9380,0.021,0,once,Measured but unclear how many times,Larval settlement,0,0,0,% larvae settled,0,% settled larvae relative to control,mean,6,6 replicates with 10 larvae,0,0,0,0,s.e.,18,hours,n/a,n/a,"Figure 3, 10-15 larvae per replicate (60-90 total). Figures contain points for both 6-day and 8-day larvae but can't distinguish points (not sig.diff. anyway)",EEC,7/20/20,"Effects of aluminum, gallium, and vanadium on fertilization and settlement. Sig. effects at very high concentrations. Also compare the effects of temperature + concentration, not extracted.","changed response to be absolute % fertilized instead of % of control, and reorganized so that fertilization data together and separate from larval settlement data"
Carbaryl-01,Acevedo 1991,1,1,Pesticide,Carbaryl,Larval survival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"this response should be larval survival, not settlement, I believe"
Carbaryl-01,Acevedo 1991,1,0,Pesticide,Carbaryl,Larval survival,larva,Pocillopora,damicornis,branching,,NA,Pacific,113,Hawaii Institute of Marine Biology,laboratory,manipulative,none,NR,,Carbaryl,0.01,mg/L,10,1.000,0,constant,,Larval survival,100,,0,% larvae survived,0,% larvae died,mean,3,replicate of ten larvae each,0,0,0,0,n/r,24,hours,NA,NA,Table 1,ALB,7/28/20,I calculated the average and SD. Lots of trials had no mortality,
Carbaryl-01,Acevedo 1991,1,0,Pesticide,Carbaryl,Larval survival,larva,Pocillopora,damicornis,branching,,NA,Pacific,113,Hawaii Institute of Marine Biology,laboratory,manipulative,none,NR,,Carbaryl,0.1,mg/L,100,1.000,0,constant,,Larval survival,100,,0,% larvae survived,0,% larvae died,mean,3,replicate of ten larvae each,0,0,0,0,n/r,24,hours,NA,NA,Table 1,ALB,7/28/20,I calculated the average and SD. Lots of trials had no mortality,
Carbaryl-01,Acevedo 1991,1,0,Pesticide,Carbaryl,Larval survival,larva,Pocillopora,damicornis,branching,,NA,Pacific,113,Hawaii Institute of Marine Biology,laboratory,manipulative,none,NR,,Carbaryl,1,mg/L,1000,1.000,0,constant,,Larval survival,100,,0,% larvae survived,0,% larvae died,mean,3,replicate of ten larvae each,0,0,0,0,n/r,24,hours,NA,NA,Table 1,ALB,7/28/20,I calculated the average and SD. Lots of trials had no mortality,
Carbaryl-01,Acevedo 1991,1,0,Pesticide,Carbaryl,Larval survival,larva,Pocillopora,damicornis,branching,,NA,Pacific,113,Hawaii Institute of Marine Biology,laboratory,manipulative,none,NR,,Carbaryl,10,mg/L,10000,1.000,0,constant,,Larval survival,100,,0,% larvae survived,0,% larvae died,mean,3,replicate of ten larvae each,0,0,0,0,n/r,24,hours,NA,NA,Table 1,ALB,7/28/20,I calculated the average and SD. Lots of trials had no mortality,
Carbaryl-01,Acevedo 1991,1,0,Pesticide,Carbaryl,Larval survival,larva,Pocillopora,damicornis,branching,,NA,Pacific,113,Hawaii Institute of Marine Biology,laboratory,manipulative,none,NR,,Carbaryl,100,mg/L,100000,1.000,0,constant,,Larval survival,20,10.00000111,17.32051,% larvae survived,80,% larvae died,mean,3,replicate of ten larvae each,NR,NR,17.32051,17.32051,s.d.,24,hours,NA,NA,Table 1,ALB,7/28/20,I calculated the average and SD. Lots of trials had no mortality,
Carbaryl-01,Acevedo 1991,2,1,Pesticide,Chlorpyrifos,Larval survival,,,,,,,,,,,,,,,,,,,,0,constant,,,,,,,,,,,,,,,,,,,,,,,,,
Carbaryl-01,Acevedo 1991,2,0,Pesticide,Chlorpyrifos,Larval survival,larva,Pocillopora,damicornis,branching,,NA,Pacific,113,Hawaii Institute of Marine Biology,laboratory,manipulative,none,NR,,Chlorpyrifos,0.01,mg/L,10,1.000,0,constant,,Larval survival,100,,0,% larvae survived,0,% larvae died,mean,3,replicate of ten larvae each,0,0,0,0,n/r,24,hours,NA,NA,Table 1,ALB,7/28/20,I calculated the average and SD. Lots of trials had no mortality,
Carbaryl-01,Acevedo 1991,2,0,Pesticide,Chlorpyrifos,Larval survival,larva,Pocillopora,damicornis,branching,,NA,Pacific,113,Hawaii Institute of Marine Biology,laboratory,manipulative,none,NR,,Chlorpyrifos,0.1,mg/L,100,1.000,0,constant,,Larval survival,100,,0,% larvae survived,0,% larvae died,mean,3,replicate of ten larvae each,0,0,0,0,n/r,24,hours,NA,NA,Table 1,ALB,7/28/20,I calculated the average and SD. Lots of trials had no mortality,
Carbaryl-01,Acevedo 1991,2,0,Pesticide,Chlorpyrifos,Larval survival,larva,Pocillopora,damicornis,branching,,NA,Pacific,113,Hawaii Institute of Marine Biology,laboratory,manipulative,none,NR,,Chlorpyrifos,1,mg/L,1000,4.000,0,constant,,Larval survival,30,,26.45751,% larvae survived,70,% larvae died,mean,3,replicate of ten larvae each,NR,NR,26.45751,26.45751,n/r,24,hours,NA,NA,Table 1,ALB,7/28/20,I calculated the average and SD. Lots of trials had no mortality,
Carbaryl-01,Acevedo 1991,3,1,Pesticide,Napthanol,Larval survival,,,,,,,,,,,,,,,,,,,,0,constant,,,,,,,,,,,,,,,,,,,,,,,,,
Carbaryl-01,Acevedo 1991,3,0,Pesticide,Napthanol,Larval survival,larva,Pocillopora,damicornis,branching,,NA,Pacific,113,Hawaii Institute of Marine Biology,laboratory,manipulative,none,NR,,1-napthol,0.01,mg/L,10,1.000,0,constant,,Larval survival,100,,0,% larvae survived,0,% larvae died,mean,3,replicate of ten larvae each,0,0,0,0,n/r,24,hours,NA,NA,Table 1,ALB,7/28/20,I calculated the average and SD. Lots of trials had no mortality,
Carbaryl-01,Acevedo 1991,3,0,Pesticide,Napthanol,Larval survival,larva,Pocillopora,damicornis,branching,,NA,Pacific,113,Hawaii Institute of Marine Biology,laboratory,manipulative,none,NR,,1-napthol,0.1,mg/L,100,1.000,0,constant,,Larval survival,100,,0,% larvae survived,0,% larvae died,mean,3,replicate of ten larvae each,0,0,0,0,n/r,24,hours,NA,NA,Table 1,ALB,7/28/20,I calculated the average and SD. Lots of trials had no mortality,
Carbaryl-01,Acevedo 1991,3,0,Pesticide,Napthanol,Larval survival,larva,Pocillopora,damicornis,branching,,NA,Pacific,113,Hawaii Institute of Marine Biology,laboratory,manipulative,none,NR,,1-napthol,1,mg/L,1000,1.000,0,constant,,Larval survival,93.34,3.331311053,5.77,% larvae survived,6.66,% larvae died,mean,3,replicate of ten larvae each,NR,NR,5.77,5.77,s.d.,24,hours,NA,NA,Table 1,ALB,7/28/20,I calculated the average and SD. Lots of trials had no mortality,
Carbaryl-01,Acevedo 1991,3,0,Pesticide,Napthanol,Larval survival,larva,Pocillopora,damicornis,branching,,NA,Pacific,113,Hawaii Institute of Marine Biology,laboratory,manipulative,none,NR,,1-napthol,10,mg/L,10000,1.000,0,constant,,Larval survival,66.67,8.819025362,15.275,% larvae survived,33.33,% larvae died,mean,3,replicate of ten larvae each,NR,NR,15.275,15.275,s.d.,24,hours,NA,NA,Table 1,ALB,7/28/20,I calculated the average and SD. Lots of trials had no mortality,
Carbaryl-01,Acevedo 1991,3,0,Pesticide,Napthanol,Larval survival,larva,Pocillopora,damicornis,branching,,NA,Pacific,113,Hawaii Institute of Marine Biology,laboratory,manipulative,none,NR,,1-napthol,100,mg/L,100000,1.000,0,constant,,Larval survival,6.67,3.331311053,5.77,% larvae survived,93.33,% larvae died,mean,3,replicate of ten larvae each,NR,NR,5.77,5.77,s.d.,24,hours,NA,NA,Table 1,ALB,7/28/20,I calculated the average and SD. Lots of trials had no mortality,
Carbaryl-02,Markey et al. 2007,1,1,Pesticide,Carbaryl,fertilization success,egg,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,low light,27 degrees C,Filtered seawater,0,ug/L,0,0.125,0,once,"Control for chlorpyrifos oxon, carbaryl, and MEMC",fertilization success,97,n/a,n/a,% eggs fertilized,97,% fertilized eggs,mean,4,4 vials with ~100 eggs,n/a,n/a,1,n/a,s.e.,n/a,n/a,n/a,n/a,Results text,EEC,8/3/20,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant).",
Carbaryl-02,Markey et al. 2007,1,0,Pesticide,Carbaryl,fertilization success,egg,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,low light,27 degrees C,Carbaryl from Sigma-Aldrich,30,ug/L,30,0.125,0,once,"No data provided, but no significant effects at any concentration, so listing highest here only",fertilization success,n/r,n/a,n/a,% eggs fertilized,n/r,% fertilized eggs,mean,4,4 vials with ~100 eggs,n/a,n/a,n/a,n/a,s.e.,n/a,n/a,n/a,n/a,"Table 2, no data but no sig. effects, listing as binary",EEC,8/3/20,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant).",
Carbaryl-02,Markey et al. 2007,2,1,Pesticide,Chlorpyrifos,fertilization success,egg,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,low light,27 degrees C,Filtered seawater,0,ug/L,0,0.125,0,once,"Control for chlorpyrifos oxon, carbaryl, and MEMC",fertilization success,97,n/a,n/a,% eggs fertilized,97,% fertilized eggs,mean,4,4 vials with ~100 eggs,n/a,n/a,1,n/a,s.e.,n/a,n/a,n/a,n/a,Results text,EEC,8/3/20,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant).",
Carbaryl-02,Markey et al. 2007,2,0,Pesticide,Chlorpyrifos,fertilization success,egg,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,low light,27 degrees C,"Chlorpyrifos from Dow AgroSciences, with 0.1% acetone",0.3,ug/L,0.3,0.125,0,once,Nominal values,fertilization success,98.763,n/a,n/a,% eggs fertilized,98.76304087,% fertilized eggs,mean,4,4 vials with ~100 eggs,n/a,n/a,n/a,n/a,s.e.,n/a,n/a,n/a,n/a,"Figure 1, error bars covered by points",EEC,8/3/20,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant).",
Carbaryl-02,Markey et al. 2007,2,0,Pesticide,Chlorpyrifos,fertilization success,egg,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,low light,27 degrees C,"Chlorpyrifos from Dow AgroSciences, with 0.1% acetone",1,ug/L,1,0.125,0,once,Nominal values,fertilization success,96.8165,n/a,n/a,% eggs fertilized,96.81654549,% fertilized eggs,mean,4,4 vials with ~100 eggs,n/a,n/a,n/a,n/a,s.e.,n/a,n/a,n/a,n/a,"Figure 1, error bars covered by points",EEC,8/3/20,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant).",
Carbaryl-02,Markey et al. 2007,2,0,Pesticide,Chlorpyrifos,fertilization success,egg,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,low light,27 degrees C,"Chlorpyrifos from Dow AgroSciences, with 0.1% acetone",3,ug/L,3,0.125,0,once,Nominal values,fertilization success,98.8892,n/a,n/a,% eggs fertilized,98.88924966,% fertilized eggs,mean,4,4 vials with ~100 eggs,n/a,n/a,n/a,n/a,s.e.,n/a,n/a,n/a,n/a,"Figure 1, error bars covered by points",EEC,8/3/20,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant).",
Carbaryl-02,Markey et al. 2007,2,0,Pesticide,Chlorpyrifos,fertilization success,egg,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,low light,27 degrees C,"Chlorpyrifos from Dow AgroSciences, with 0.1% acetone",10,ug/L,10,0.125,0,once,Nominal values,fertilization success,98.7029,n/a,n/a,% eggs fertilized,98.70290111,% fertilized eggs,mean,4,4 vials with ~100 eggs,n/a,n/a,n/a,n/a,s.e.,n/a,n/a,n/a,n/a,"Figure 1, error bars covered by points",EEC,8/3/20,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant).",
Carbaryl-02,Markey et al. 2007,2,0,Pesticide,Chlorpyrifos,fertilization success,egg,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,low light,27 degrees C,"Chlorpyrifos from Dow AgroSciences, with 0.1% acetone",30,ug/L,30,0.125,0,once,Nominal values,fertilization success,97.254,n/a,n/a,% eggs fertilized,97.25404108,% fertilized eggs,mean,4,4 vials with ~100 eggs,n/a,n/a,n/a,n/a,s.e.,n/a,n/a,n/a,n/a,"Figure 1, error bars covered by points",EEC,8/3/20,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant).",
Carbaryl-02,Markey et al. 2007,3,1,Pesticide,Chlorpyrifos oxon,fertilization success,egg,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,low light,27 degrees C,Filtered seawater,0,ug/L,0,0.125,0,once,"Control for chlorpyrifos oxon, carbaryl, and MEMC",fertilization success,97,n/a,n/a,% eggs fertilized,97,% fertilized eggs,mean,4,4 vials with ~100 eggs,n/a,n/a,1,n/a,s.e.,n/a,n/a,n/a,n/a,Results text,EEC,8/3/20,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant).",
Carbaryl-02,Markey et al. 2007,3,0,Pesticide,Chlorpyrifos oxon,fertilization success,egg,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,low light,27 degrees C,Chlorpyrifos oxon from Dow AgroSciences,30,ug/L,30,0.125,0,once,"Nominal values. No data provided, but no significant effects at any concentration, so listing highest here only",fertilization success,n/r,n/a,n/a,% eggs fertilized,n/r,% fertilized eggs,mean,4,4 vials with ~100 eggs,n/a,n/a,n/a,n/a,s.e.,n/a,n/a,n/a,n/a,"Table 2, no data but no sig. effects, listing as binary",EEC,8/3/20,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant).",
Carbaryl-02,Markey et al. 2007,4,1,Pesticide,Endosulfan,fertilization success,egg,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,low light,27 degrees C,Filtered seawater,0,ug/L,0,0.125,0,once,"Control for chlorpyrifos oxon, carbaryl, and MEMC",fertilization success,97,n/a,n/a,% eggs fertilized,97,% fertilized eggs,mean,4,4 vials with ~100 eggs,n/a,n/a,1,n/a,s.e.,n/a,n/a,n/a,n/a,Results text,EEC,8/3/20,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant).",
Carbaryl-02,Markey et al. 2007,4,0,Pesticide,Endosulfan,fertilization success,egg,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,low light,27 degrees C,"Endosulfan from Sigma-Aldrich, with 0.1% acetone",30,ug/L,30,0.125,0,once,"Nominal values. No data provided, but no significant effects at any concentration, so listing highest here only",fertilization success,n/r,n/a,n/a,% eggs fertilized,n/r,% fertilized eggs,mean,4,4 vials with ~100 eggs,n/a,n/a,n/a,n/a,s.e.,n/a,n/a,n/a,n/a,"Table 2, no data but no sig. effects, listing as binary",EEC,8/3/20,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant).",
Carbaryl-02,Markey et al. 2007,5,1,Pesticide,MEMC,fertilization success,egg,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,low light,27 degrees C,Filtered seawater,0,ug/L,0,0.125,0,once,"Control for chlorpyrifos oxon, carbaryl, and MEMC",fertilization success,97,n/a,n/a,% eggs fertilized,97,% fertilized eggs,mean,4,4 vials with ~100 eggs,n/a,n/a,1,n/a,s.e.,n/a,n/a,n/a,n/a,Results text,EEC,8/3/20,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant).",
Carbaryl-02,Markey et al. 2007,5,0,Pesticide,MEMC,fertilization success,egg,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,low light,27 degrees C,MEMC from Sigma-Aldrich,0.3,ug/L,0.3,0.125,0,once,Nominal values,fertilization success,98.76304087,n/a,n/a,% eggs fertilized,98.76304087,% fertilized eggs,mean,4,4 vials with ~100 eggs,n/a,n/a,n/a,n/a,s.e.,n/a,n/a,n/a,n/a,"Figure 1, error bars covered by points",EEC,8/3/20,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant).",
Carbaryl-02,Markey et al. 2007,5,0,Pesticide,MEMC,fertilization success,egg,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,low light,27 degrees C,MEMC from Sigma-Aldrich,1,ug/L,1,0.125,0,once,Nominal values,fertilization success,90,n/a,n/a,% eggs fertilized,90,% fertilized eggs,mean,4,4 vials with ~100 eggs,n/a,n/a,3,n/a,s.e.,n/a,n/a,n/a,n/a,Results text,EEC,8/3/20,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant).",
Carbaryl-02,Markey et al. 2007,5,0,Pesticide,MEMC,fertilization success,egg,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,low light,27 degrees C,MEMC from Sigma-Aldrich,3,ug/L,3,0.125,0,once,Nominal values,fertilization success,1.1,n/a,n/a,% eggs fertilized,1.1,% fertilized eggs,mean,4,4 vials with ~100 eggs,n/a,n/a,0.8,n/a,s.e.,n/a,n/a,n/a,n/a,Results text,EEC,8/3/20,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant).",
Carbaryl-02,Markey et al. 2007,5,0,Pesticide,MEMC,fertilization success,egg,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,low light,27 degrees C,MEMC from Sigma-Aldrich,10,ug/L,10,0.125,0,once,Nominal values,fertilization success,0.84195666,n/a,n/a,% eggs fertilized,0.84195666,% fertilized eggs,mean,4,4 vials with ~100 eggs,n/a,n/a,n/a,n/a,s.e.,n/a,n/a,n/a,n/a,"Figure 1, error bars covered by points",EEC,8/3/20,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant).",
Carbaryl-02,Markey et al. 2007,5,0,Pesticide,MEMC,fertilization success,egg,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,low light,27 degrees C,MEMC from Sigma-Aldrich,30,ug/L,30,0.125,0,once,Nominal values,fertilization success,0,n/a,n/a,% eggs fertilized,0,% fertilized eggs,mean,4,4 vials with ~100 eggs,n/a,n/a,0,n/a,s.e.,n/a,n/a,n/a,n/a,Results text,EEC,8/3/20,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant).",
Carbaryl-02,Markey et al. 2007,6,1,Pesticide,Permethrin,fertilization success,egg,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,low light,27 degrees C,Filtered seawater,0,ug/L,0,0.125,0,once,"Control for chlorpyrifos oxon, carbaryl, and MEMC",fertilization success,97,n/a,n/a,% eggs fertilized,97,% fertilized eggs,mean,4,4 vials with ~100 eggs,n/a,n/a,1,n/a,s.e.,n/a,n/a,n/a,n/a,Results text,EEC,8/3/20,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant).",
